[2025-04-22 11:10:41] Monitoring started (Interval: 500ms, Dry-run: No)
[2025-04-22 11:23:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:12] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:12] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:14] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:14] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:15] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:15] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:16] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:16] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:17] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:17] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:18] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:18] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:19] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:19] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:20] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:20] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:21] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:21] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:22] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:22] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:23] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:23] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:24] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:24] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:25] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:25] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:26] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:27] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:27] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:28] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:28] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:29] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:29] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:30] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:30] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:31] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:31] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:32] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:32] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:34] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:34] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:37] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:37] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:45] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:45] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:46] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:46] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:47] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:47] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:48] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:49] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:49] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:50] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:50] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:51] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:51] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:52] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:52] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:53] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:53] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:54] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:54] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:55] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:55] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:56] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:56] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:57] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:57] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:58] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:58] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:59] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:23:59] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:00] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:00] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:01] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:01] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:02] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:02] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:03] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:03] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:12] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:14] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:14] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:15] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:15] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:16] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:16] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:17] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:17] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:18] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:18] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:19] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:19] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:20] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:20] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:21] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:21] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:22] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:22] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:23] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:23] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:24] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:24] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:25] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:25] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:26] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:26] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:27] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:27] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:28] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:28] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:29] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:29] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:30] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:30] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:31] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:31] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:32] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:32] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:34] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:34] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:37] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:45] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:45] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:46] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:46] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:47] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:47] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:48] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:48] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:49] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:49] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:50] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:50] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:51] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:51] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:52] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:52] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:53] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:53] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:54] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:54] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:55] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:55] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:56] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:56] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:57] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:57] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:58] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:58] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:59] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:24:59] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:00] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:00] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:01] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:01] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:02] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:03] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:03] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:04] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:05] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:06] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:07] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:08] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:09] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:10] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:11] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:12] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:12] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:13] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:14] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:14] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:15] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:15] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:16] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:16] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:17] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:17] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:18] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:18] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:19] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:19] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:20] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:20] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:21] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:21] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:22] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:22] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:23] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:23] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:24] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:24] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:25] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:25] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:26] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:27] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:27] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:28] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:28] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:29] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:29] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:30] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:30] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:31] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:31] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:32] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:32] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:33] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:34] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:34] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:35] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:36] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:37] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:37] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:38] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:39] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:40] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:41] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:42] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:43] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:44] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
[2025-04-22 11:25:45] GC skipped. Mem: 418.67 KB, Peak: 449.2 KB
